gene_id	B100	B110	B175	B200	B210	B275	B300	B310	B375
MSTRG.5171	73	7	892	23	2	537	36	6	284
MSTRG.5172	9235	44	454	4919	9	270	6929	269	944
MSTRG.5173	2	67	5436	1	23	15083	1	32	4697
MSTRG.5174	1024	10	2751	868	98	21003	1542	53	1575
MSTRG.5175	54	1714	240	66	444	2956	51	970	172
MSTRG.5176	1	0	2887	1	0	2735	3	57	1543
MSTRG.5177	1	70	259	0	11	40	2	206	230
MSTRG.5178	15	423	1959	18	409	2123	7	478	1482
MSTRG.5179	320	3779	74	358	2823	710	75	3306	101
MSTRG.518	2312	8850	257	2570	5596	2340	1746	1826	282
MSTRG.5180	626	1527	2035	561	2488	2628	254	1261	1604
MSTRG.5181	4462	9521	4381	4023	6200	5018	1828	9068	5125
MSTRG.5182	0	602	38	0	217	2	0	304	0
MSTRG.5183	312	2963	247	385	849	162	26	1136	261
MSTRG.5184	369	200	1441	413	76	2352	295	594	1175
MSTRG.5185	305	4539	0	206	4485	0	233	4718	0
MSTRG.5186	9	121	718	4	85	615	2	7	958
MSTRG.5187	925	1308	2023	3295	2919	2962	382	1536	2042
MSTRG.5188	431	447	1	422	210	252	399	773	511
MSTRG.5189	377	1311	875	71	485	55	137	664	407
MSTRG.519	733	1216	251	785	2135	98	417	1685	314
MSTRG.5190	228	2020	0	110	1866	0	387	3210	0
MSTRG.5191	227	136	1651	214	502	4096	714	73	1263
MSTRG.5192	270	7	64	66	3	104	104	83	121
MSTRG.5193	82	8586	2440	2	10398	2300	3	7937	2078
MSTRG.5194	1012	221	1480	604	139	3591	478	488	1248
MSTRG.5195	336	68	479	221	123	638	290	120	670
MSTRG.5196	9	1114	55	38	797	113	25	1446	108
MSTRG.5197	20085	183	3155	15977	428	2670	10500	391	1436
MSTRG.5198	1233	316	0	935	162	0	654	316	0
MSTRG.5199	1167	958	0	834	1182	0	854	1074	0
MSTRG.52	126	115	49	134	49	110	185	77	156
MSTRG.520	1253	455	96888	1273	922	154367	809	618	36182
MSTRG.5200	723	8995	35	860	10616	1528	432	7985	62
MSTRG.5201	0	14	33	25	39	830	0	7	661
MSTRG.5202	25	627	144	6	342	48	65	102	121
MSTRG.5203	244	8235	1461	428	5353	2319	212	8577	1125
MSTRG.5204	958	1567	315	3218	2766	354	894	694	393
MSTRG.5205	100	5216	884	165	4974	1487	216	6887	794
MSTRG.5206	307	121	46	1	205	8	60	175	229
MSTRG.5207	526	14294	1405	147	98597	1419	63	8554	1390
MSTRG.5208	18	21201	176	10	14790	317	67	15562	390
MSTRG.5209	277	6012	971	224	34956	2377	132	1809	625
MSTRG.521	3032	1914	4901	754	1605	3097	2066	1588	4837
MSTRG.5210	440	171	219	464	384	152	210	116	228
MSTRG.5211	1955	331	355	2007	418	327	682	162	309
MSTRG.5212	410	1311	231	771	2050	243	351	1225	373
MSTRG.5213	69	82	48	34	68	79	117	63	62
MSTRG.5214	12861	2117	0	10239	1429	0	4216	2608	0
MSTRG.5215	33555	238	1	24664	974	1	20212	538	0
MSTRG.5216	365	1986	14	426	1094	42	254	2501	65
MSTRG.5217	33	0	480	33	7	406	0	0	272
MSTRG.5218	2633	3535	3321	2293	1764	4256	1198	2705	4370
MSTRG.5219	66	177	1542	128	197	833	3	38	1403
MSTRG.522	350	1806	733	205	395	894	220	1535	1195
MSTRG.5220	586	1	33	526	1	3	314	1	3
MSTRG.5221	6071	7387	0	4762	764	0	4196	2553	0
MSTRG.5222	228	1557	0	250	1195	0	35	3457	0
MSTRG.5223	44396	123	104	29913	104	60	36964	295	1009
MSTRG.5224	223	590	192	92	780	374	173	289	148
MSTRG.5225	43	2310	0	21	240	0	50	1193	61
MSTRG.5226	2684	1341	447	1234	442	528	772	2870	382
MSTRG.5227	1811	0	22216	2557	0	18163	548	0	44246
MSTRG.5228	901	0	116	33	0	74	1189	0	376
MSTRG.5229	2292	0	1740	1042	0	2114	889	0	2443
MSTRG.523	11	401	1290	3	113	2277	19	74	1145
MSTRG.5230	540	0	589	567	43	906	483	0	867
MSTRG.5231	25	11	5449	1826	963	9620	118	19	6444
MSTRG.5232	3541	11	12360	3017	33	14613	4666	11	8043
MSTRG.5233	1827	4337	164	3447	1747	149	2557	4803	190
MSTRG.5234	36	5391	5443	95	4561	4601	42	11538	5579
MSTRG.5235	97	0	1264	63	0	1855	200	0	1920
MSTRG.5236	3017	218	1	2369	110	0	2072	332	5
MSTRG.5237	755	0	3349	519	372	2069	468	0	3149
MSTRG.5238	17	824	0	19	1780	0	11	801	0
MSTRG.5239	113	149	424	71	395	301	101	318	535
MSTRG.524	135	1887	880	60	496	1552	578	920	1023
MSTRG.5240	0	166	132	1	215	334	0	120	90
MSTRG.5241	6	3623	3950	51	13759	1770	9	5494	933
MSTRG.5242	17	5108	62	61	6662	2	11	6921	1
MSTRG.5243	3678	115	506	558	322	189	1142	127	462
MSTRG.5244	0	489	285	1	654	336	64	366	686
MSTRG.5245	63	816	4855	8	85	20210	99	1294	1795
MSTRG.5246	10	8613	724	0	14759	1141	29	6745	2226
MSTRG.5247	1071	2378	2	800	29466	0	360	2471	4
MSTRG.5248	4132	24	2322	3022	157	5272	2678	186	3115
MSTRG.5249	1613	2718	0	1924	1446	0	705	2105	0
MSTRG.525	3088	6723	1720	6396	12765	1439	2963	7015	1426
MSTRG.5250	12017	326	1	8347	51	78	8308	302	16
MSTRG.5251	1	2390	1320	6	1423	2230	14	1614	1234
MSTRG.5252	2971	104	108	2515	773	130	2953	141	255
MSTRG.5253	1	1988	282	1	2350	93	5	2239	309
MSTRG.5254	79	5107	342	43	3076	732	113	5365	462
MSTRG.5255	2272	54	1498	913	8	2058	669	0	1636
MSTRG.5256	3	388	3197	158	389	2664	48	354	2657
MSTRG.5257	419	1689	240	242	2063	560	521	1815	249
MSTRG.5258	5515	1203	471	5139	406	2093	4062	2654	2220
MSTRG.5259	146	2926	2662	73	2103	2846	12	2484	2002
MSTRG.526	6775	10602	780	5123	6062	85	3609	12511	370
MSTRG.5260	1569	8	870	1928	188	946	1163	629	1694
MSTRG.5261	1928	1483	182	966	2895	113	1223	2099	183
MSTRG.5262	2624	524	0	1961	798	0	2115	874	0
MSTRG.5263	2576	91	1549	555	95	3929	203	168	1279
MSTRG.5264	17	3502	0	11	2459	5	52	1459	1
MSTRG.5265	152	885	3470	178	155	3006	316	660	2014
MSTRG.5266	9	0	34	52	0	4	7	0	62
MSTRG.5267	220	2109	5776	171	3294	5547	97	2878	3195
MSTRG.5268	1555	145	1150	1098	92	1610	1391	170	1165
MSTRG.5269	203	181	781	311	342	711	252	121	588
MSTRG.527	1057	1329	32	948	528	11	492	1058	37
MSTRG.5270	67	2521	1098	3	1923	708	135	2365	1140
MSTRG.5271	1172	0	2593	711	0	642	891	0	2534
MSTRG.5272	14806	0	0	9719	73	0	8047	4	0
MSTRG.5273	43	0	1203	32	0	1019	3	0	857
MSTRG.5274	612	44	2015	313	3595	2243	85	79	1495
MSTRG.5275	10082	51	3443	9250	909	2660	7022	811	2249
MSTRG.5276	1691	209	143	2019	30	706	374	97	129
MSTRG.5277	4821	1527	1009	4780	1552	1399	3344	1636	1317
MSTRG.5278	47	1694	1213	177	1730	954	131	1972	486
MSTRG.5279	1935	118	174	3594	14	365	968	246	65
MSTRG.528	6200	160	22	3818	248	19	3894	0	25
MSTRG.5280	10786	1878	2	61972	1908	5	2353	1549	2
MSTRG.5281	22124	340	208	16034	390	125	12079	506	231
MSTRG.5282	7335	1111	39	54434	1778	44	1740	953	59
MSTRG.5283	85	955	1285	147	1123	559	43	1000	1084
MSTRG.5284	127	118	1736	178	107	2949	75	130	1382
MSTRG.5285	2124	279	1221	2376	859	2630	1092	407	1269
MSTRG.5286	2	23	46	1	79	139	0	123	40
MSTRG.5287	2174	296	60	1464	70	77	2184	94	136
MSTRG.5288	920	581	20307	1279	790	10102	998	274	13435
MSTRG.5289	2560	5018	1316	1413	3616	720	1583	5668	594
MSTRG.529	307	344	554	288	739	839	634	9	485
MSTRG.5290	1	1940	2943	11	569	8739	0	1404	3131
MSTRG.5291	4002	45	875	3047	9	352	790	3	1339
MSTRG.5292	164	0	25	112	0	5	45	0	11
MSTRG.5293	21	0	392	21	0	1745	26	0	418
MSTRG.5294	5122	472	108	2541	204	38	485	104	134
MSTRG.5295	1721	234	12305	1660	307	7144	2814	337	7126
MSTRG.5296	122	1	112	80	14	114	196	46	139
MSTRG.5297	751	0	8391	812	0	5939	408	155	10068
MSTRG.5298	1236	773	692	429	683	1016	196	46	960
MSTRG.5299	94	77	0	38	10	78	289	1	187
MSTRG.53	49	145	8	61	156	7	32	184	6
MSTRG.530	343	175	3830	505	8	3412	325	0	3495
MSTRG.5300	5165	507	20	13463	172	12	6327	562	61
MSTRG.5301	6904	53	316	5061	52	100	5863	15	796
MSTRG.5302	0	535	0	0	688	0	1	673	0
MSTRG.5303	18	5450	0	66	8901	0	35	1912	0
MSTRG.5304	71	28043	59	144	19070	0	233	44261	58
MSTRG.5305	107	1	0	173	0	0	110	1	0
MSTRG.5306	0	174	23	0	72	171	0	219	70
MSTRG.5307	0	868	0	0	288	0	0	1286	0
MSTRG.5308	0	2254	1108	0	1617	1230	0	2396	799
MSTRG.5309	44	398	597	664	472	2437	28	1057	356
MSTRG.531	0	70	196	23	8	160	33	0	284
MSTRG.5310	70	7273	931	212	9268	484	95	6424	609
MSTRG.5311	861	14651	251	745	6320	391	341	11378	143
MSTRG.5312	368	258	289	290	163	278	834	316	331
MSTRG.5313	10451	1770	3225	17412	796	3273	4939	2512	3792
MSTRG.5314	944	6548	621	500	4478	865	634	6553	862
MSTRG.5315	310	1780	176	5073	2004	140	121	2548	171
MSTRG.5316	2328	265	1039	23982	484	1882	775	376	1048
MSTRG.5317	2198	3579	451	1533	1787	331	666	3120	588
MSTRG.5318	395	0	995	45	0	954	280	24	1023
MSTRG.5319	3055	0	30	1845	0	15	1551	0	126
MSTRG.532	225	740	172	119	1364	182	55	768	216
MSTRG.5320	219	312	2427	870	95	3332	175	419	2282
MSTRG.5321	1934	134	616	2348	309	1413	819	121	1271
MSTRG.5322	4812	3987	2295	3052	71	5643	3047	2671	3357
MSTRG.5323	90	776	645	6	1740	518	0	808	1703
MSTRG.5324	1232	4153	0	405	2994	0	509	4341	224
MSTRG.5325	2441	0	3278	2075	2	2638	1245	1	1909
MSTRG.5326	0	19	359	0	83	630	0	23	243
MSTRG.5327	55	1069	1214	159	1675	1228	1079	971	1365
MSTRG.5328	7112	0	2926	3167	38	3237	7363	30	2967
MSTRG.5329	6	1018	2171	230	844	903	1094	1167	1690
MSTRG.533	3405	5025	1766	1487	3777	1064	3987	4189	2046
MSTRG.5330	548	50	1549	179	34	1315	212	149	1189
MSTRG.5331	0	173	258	0	222	308	0	286	252
MSTRG.5332	2789	394	489	3202	625	222	2169	604	483
MSTRG.5333	30	59	10	12	82	306	109	93	3
MSTRG.5334	105	2167	1648	95	646	2591	185	1860	1521
MSTRG.5335	255	1279	88	252	4115	11	126	1470	173
MSTRG.5336	2523	4486	289	2027	2151	229	1149	4965	350
MSTRG.5337	1223	1262	81	3165	2258	127	588	3021	88
MSTRG.5338	627	3922	0	480	3923	0	660	2261	0
MSTRG.5339	180	1257	1103	228	1196	849	262	2030	1067
MSTRG.534	39	230	86	17	294	54	2	502	7
MSTRG.5340	3810	225	523	2794	47	856	1213	181	623
MSTRG.5341	2823	617	91	1611	1361	23	1211	553	120
MSTRG.5342	11593	426	4378	6319	347	3509	13646	21	4410
MSTRG.5343	0	1543	119	0	1375	156	0	1061	113
MSTRG.5344	3	3570	149	3	2496	120	56	2052	187
MSTRG.5345	17	7084	3073	59	7258	660	6	5035	1185
MSTRG.5346	690	1351	4503	1382	1826	8372	551	1527	2766
MSTRG.5347	167	845	0	601	696	1	263	1236	1
MSTRG.5348	35543	1241	294	17144	1038	25	50784	1232	112
MSTRG.5349	298	3113	4941	181	662	3708	432	2276	3789
MSTRG.535	2826	190	2234	1739	537	2499	1106	290	1184
MSTRG.5350	4218	67	120	2988	151	262	2298	12	329
MSTRG.5351	677	1553	1145	516	1118	434	406	922	412
MSTRG.5352	11049	2861	0	10749	1548	0	4998	2499	0
MSTRG.5353	22036	3699	435	10379	2230	208	9465	3170	859
MSTRG.5354	276	139	323	164	1098	212	217	371	312
MSTRG.5355	7757	1297	120	5242	1285	84	5235	1547	71
MSTRG.5356	2462	1352	1176	1672	1250	1602	1845	697	815
MSTRG.5357	4169	250	36	1872	1018	4	2434	175	22
MSTRG.5358	0	182	1252	2	120	1834	60	235	1153
MSTRG.5359	0	56	489	0	43	314	0	61	1003
MSTRG.536	9334	2147	8214	7996	837	7648	5292	3414	5590
MSTRG.5360	169	1584	454	73	740	1167	159	1220	555
MSTRG.5361	125	2250	39	258	2904	851	74	2358	47
MSTRG.5362	0	1093	360	0	3805	370	0	1794	291
MSTRG.5363	0	207	15	0	1732	15	0	135	14
MSTRG.5364	114	77	42	2396	25	62	71	165	106
MSTRG.5365	37	24824	821	1293	3107	300	829	15231	1089
MSTRG.5366	0	404	2902	0	44	4107	0	531	2816
MSTRG.5367	0	5859	1661	0	17243	1474	0	5633	2099
MSTRG.5368	0	1323	79	3	424	127	660	2071	52
MSTRG.5369	941	0	875	771	0	1620	257	0	1207
MSTRG.537	705	63	1017	272	45	1862	456	13	1001
MSTRG.5370	303	444	2724	322	2377	2832	167	518	3186
MSTRG.5371	1009	52	51	742	86	79	364	159	64
MSTRG.5372	67	11613	559	0	6302	752	0	8718	748
MSTRG.5373	727	155	0	273	125	0	556	215	0
MSTRG.5374	740	12341	4895	677	2886	5660	782	14090	3523
MSTRG.5375	223	750	39	71	1554	13	46	1128	20
MSTRG.5376	2005	49	388	2042	89	166	1261	158	191
MSTRG.5377	853	57	525	663	4	670	809	1	517
MSTRG.5378	1318	414	781	1407	204	700	905	1418	434
MSTRG.5379	299	0	130	47	0	437	468	0	326
MSTRG.538	640	2477	80	857	1639	2	2597	1697	19
MSTRG.5380	3882	47	2323	2580	1	6856	2154	0	2841
MSTRG.5381	531	0	2070	493	0	4793	510	0	2280
MSTRG.5382	1669	0	1214	1940	34	1859	986	0	1037
MSTRG.5383	335	127	0	163	0	0	171	109	0
MSTRG.5384	410	0	50	316	0	102	257	0	13
MSTRG.5385	493	22	5324	319	339	21013	328	69	5028
MSTRG.5386	0	9806	1	51	2503	0	2	5705	1
MSTRG.5387	0	6481	3945	0	5781	4094	0	7866	4176
MSTRG.5388	1	0	2	0	0	3	1	0	1
MSTRG.5389	54	1324	63	7	792	214	115	1272	166
MSTRG.539	344	9177	142	220	5267	299	162	9313	85
MSTRG.5390	809	458	0	580	498	0	270	153	0
MSTRG.5391	7808	1169	162	4326	412	3	9164	1108	173
MSTRG.5392	3199	0	53	923	0	0	1779	1	119
MSTRG.5393	6254	433	6316	15854	413	2078	1270	379	2480
MSTRG.5394	2628	369	741	3532	187	985	290	444	514
MSTRG.5395	4392	3322	1820	4927	3533	3955	3198	6363	2118
MSTRG.5396	0	1053	3053	0	261	1790	0	949	4283
MSTRG.5397	3065	203	2260	1714	227	1047	1670	229	2052
MSTRG.5398	0	862	841	61	2289	1966	78	1596	744
MSTRG.5399	896	654	1021	1179	283	713	738	873	424
MSTRG.54	2006	44	1574	1176	62	1526	1094	27	884
MSTRG.540	1	757	25	9	1838	52	1	1173	51
MSTRG.5400	560	151	2568	207	0	1816	302	9	1422
MSTRG.5401	260	1032	344	117	366	37	249	1263	92
MSTRG.5402	565	0	16584	513	1	25006	452	4	18105
MSTRG.5403	1947	2741	129	899	5077	69	872	2896	65
MSTRG.5404	2431	1262	0	3334	855	0	2305	1383	0
MSTRG.5405	5773	2975	670	2715	10012	679	4673	4449	1134
MSTRG.5406	88	889	149	53	594	492	5	1922	83
MSTRG.5407	982	2	451	2637	1	6125	2551	273	642
MSTRG.5408	5496	4137	4683	3263	2715	4323	2696	2743	1778
MSTRG.5409	1021	1030	419	1209	325	2460	1410	436	676
MSTRG.541	1124	87	5	368	3	39	647	44	62
MSTRG.5410	282	1517	10	97	1299	1	33	2097	3
MSTRG.5411	65	3260	1602	46	5952	3809	12	3052	1999
MSTRG.5412	782	2536	73	237	724	119	223	1937	14
MSTRG.5413	447	518	123	394	599	246	35	536	339
MSTRG.5414	4159	2050	25	2134	1597	70	5048	2020	20
MSTRG.5415	2878	140	1924	2520	686	1035	1383	54	1081
MSTRG.5416	2	1910	1741	0	3168	2158	0	2029	1030
MSTRG.5417	10362	207	8315	5280	16	10606	5298	170	10171
MSTRG.5418	1388	455	1844	1349	117	2801	1074	495	1962
MSTRG.5419	1214	193	0	1049	73	0	566	151	0
MSTRG.542	2762	171	11811	1154	276	22783	1075	152	11888
MSTRG.5420	1258	0	1383	855	0	1860	767	1	698
MSTRG.5421	3375	0	561	719	0	219	1995	0	507
MSTRG.5422	0	1488	844	0	738	490	0	1506	825
MSTRG.5423	1626	375	122	1084	522	170	753	685	128
MSTRG.5424	3763	69	45	1864	8	136	3143	37	45
MSTRG.5425	2480	6674	1982	2393	3994	941	949	7208	1561
MSTRG.5426	54	6102	608	452	3336	391	19	5055	381
MSTRG.5427	1928	1342	2938	2456	651	2801	1736	505	1859
MSTRG.5428	1718	0	1705	875	0	3083	409	0	2881
MSTRG.5429	547	1	270	485	2	366	166	0	206
MSTRG.543	704	126	6808	380	162	10735	199	706	7635
MSTRG.5430	73	1	17	52	2	141	264	8	53
MSTRG.5431	63	437	8788	51	111	3546	47	1963	7163
MSTRG.5432	1877	427	109	714	322	190	1110	473	93
MSTRG.5433	2855	156	605	3082	50	1760	1862	103	621
MSTRG.5434	2316	1345	1801	3376	2051	2506	1647	1075	1324
MSTRG.5435	383	38	41162	193	23	17041	75	8	47138
MSTRG.5436	84	36	1902	36	17	1216	176	16	3544
MSTRG.5437	33660	1441	2989	9281	1519	2339	18853	1365	1052
MSTRG.5438	1936	770	1493	726	437	1282	1230	897	1014
MSTRG.5439	7784	1060	651	12458	1237	557	5303	589	734
MSTRG.544	6500	5774	4	3271	3293	0	4934	2077	37
MSTRG.5440	1439	72	62	645	1432	1173	1987	56	96
MSTRG.5441	0	740	10	0	1052	25	0	444	2
MSTRG.5442	0	12	788	3	18	655	0	8	409
MSTRG.5443	398	50	6747	1736	61	6750	281	125	6789
MSTRG.5444	337	829	0	196	601	0	172	1163	0
MSTRG.5445	13238	316	0	7076	160	0	6838	212	0
MSTRG.5446	183	3408	0	114	200	0	212	4028	0
MSTRG.5447	21242	9438	0	7140	9339	200	25562	10225	15
MSTRG.5448	1193	0	94	1290	0	5033	749	0	201
MSTRG.5449	144	0	368	81	0	663	146	0	861
MSTRG.545	673	452	2	927	372	3	464	620	8
MSTRG.5450	81	6	9940	9	30	13779	1	379	13039
MSTRG.5451	296	6930	21	84	3936	11	1123	7069	34
MSTRG.5452	0	41	2427	24	110	3455	0	38	1438
MSTRG.5453	0	927	1644	0	1780	701	0	1287	871
MSTRG.5454	46	3226	115	0	4853	105	0	3607	350
MSTRG.5455	0	603	410	0	1021	109	0	831	907
MSTRG.5456	0	8	2876	23	20	2399	0	8	2902
MSTRG.5457	346	0	1554	0	0	3215	0	0	1524
MSTRG.5458	0	5319	529	0	4694	432	0	5471	558
MSTRG.5459	55	149	635	266	288	1474	62	164	740
MSTRG.546	961	2345	39	5020	1299	1	664	1033	1
MSTRG.5460	0	492	145	0	256	55	0	215	406
MSTRG.5461	1623	782	43	1154	944	72	1283	1023	136
MSTRG.5462	237	917	857	166	729	811	78	429	833
MSTRG.5463	1736	132	5833	541	1198	8322	1501	685	3551
MSTRG.5464	48	3139	3909	39	6021	7525	60	4277	2406
MSTRG.5465	446	1910	213	459	6276	212	288	2582	510
MSTRG.5466	27	1634	0	72	918	149	21	1490	0
MSTRG.5467	341	0	338	152	0	46	147	0	4813
MSTRG.5468	3147	54	146	3304	42	25	2026	25	1907
MSTRG.5469	50	0	133	4	0	20	25	0	1897
MSTRG.547	516	2	5454	374	254	11383	310	5	4891
MSTRG.5470	819	166	138	644	9	19	726	177	1895
MSTRG.5471	235	71	146	215	0	21	172	127	1939
MSTRG.5472	1212	5100	163	2256	76	21	1294	3149	2187
MSTRG.5473	693	822	144	316	791	24	683	1224	2143
MSTRG.5474	50	1782	144	10	3899	19	7	2095	1992
MSTRG.5475	847	5796	251	562	2119	85	265	6180	6
MSTRG.5476	18	1238	155	25	3529	332	22	1516	172
MSTRG.5477	3044	959	413	3946	632	570	1405	419	323
MSTRG.5478	1686	2710	349	1387	811	707	2251	1832	434
MSTRG.5479	4919	21117	1562	8210	15776	586	2460	25912	1877
MSTRG.548	86525	13	83	84064	15	86	2358	54	86
MSTRG.5480	957	536	599	477	565	809	1924	129	514
MSTRG.5481	0	0	3440	0	0	3512	14	0	2627
MSTRG.5482	5950	1047	12061	4246	780	14497	3610	1715	9817
MSTRG.5483	903	394	267	482	753	758	238	281	390
MSTRG.5484	2142	832	1383	1529	8071	6554	1958	794	1164
MSTRG.5485	3151	5434	0	4553	3985	0	1868	2860	1
MSTRG.5486	3913	598	718	1042	3081	1904	1840	719	858
MSTRG.5487	1715	1834	0	1433	2406	0	1066	2998	0
MSTRG.5488	174	4955	732	143	894	1245	125	3119	444
MSTRG.5489	786	303	17	493	149	51	494	128	216
MSTRG.549	3646	2010	15	2682	1743	11	2817	2264	129
MSTRG.5490	436	11293	858	539	6453	702	130	10818	518
MSTRG.5491	1698	1414	4331	2431	995	2751	1271	765	4943
MSTRG.5492	289	0	521	17	0	396	234	0	645
MSTRG.5493	700	1414	296	283	720	90	424	1002	396
MSTRG.5494	392	849	1297	130	202	2937	150	529	1352
MSTRG.5495	0	1718	8	0	755	3	0	1569	11
MSTRG.5496	1706	88	922	1085	117	1016	1758	39	819
MSTRG.5497	149	105	227	366	205	1512	264	278	99
MSTRG.5498	221	2158	0	134	522	0	257	1214	0
MSTRG.5499	8166	522	486	4767	414	4	6435	383	132
MSTRG.55	36404	1684	784	8961	1567	185	40881	1169	294
MSTRG.550	35	872	2633	67	235	1631	65	550	21766
MSTRG.5500	487	2108	6138	279	822	15377	452	1345	4175
MSTRG.5501	2227	1953	1810	251	2088	1558	458	2142	1963
MSTRG.5502	12704	291	181	9083	333	160	8450	310	374
MSTRG.5503	0	23	0	2	284	0	2	6	0
MSTRG.5504	9	12046	20	2	767	3	16	9577	2
MSTRG.5505	4954	366	615	2912	510	724	4474	421	837
MSTRG.5506	2103	161	178	536	275	297	524	236	219
MSTRG.5507	99	298	3787	61	1109	5261	15	562	3130
MSTRG.5508	0	2784	42	0	935	84	0	2607	111
MSTRG.5509	456	41699	845	266	7173	933	667	57857	346
MSTRG.551	48	2087	80	216	1141	30	463	1060	253
MSTRG.5510	371	0	1131	238	0	1378	460	839	1476
MSTRG.5511	246	5632	117	114	1583	123	98	4489	178
MSTRG.5512	1699	1603	12	1522	950	35	1194	1293	24
MSTRG.5513	1855	795	11292	1841	648	12747	1549	1029	10546
MSTRG.5514	816	89	0	512	1030	1	1124	91	1
MSTRG.5515	1062	17	159	1480	41	116	373	14	56
MSTRG.5516	91	1064	40	970	248	34	26	997	0
MSTRG.5517	1397	8582	3382	937	3900	8490	545	5509	4418
MSTRG.5518	83	0	213	64	0	726	27	0	570
MSTRG.5519	139	0	1976	392	0	4400	719	0	2135
MSTRG.552	4	409	61	11	261	48	38	219	143
MSTRG.5520	4349	0	20	4132	0	49	4483	0	31
MSTRG.5521	2464	0	14453	1347	350	14229	1344	2	11131
MSTRG.5522	133	7	15	81	472	52	32	9	30
MSTRG.5523	1642	98	10	1961	8934	26	1388	299	14
MSTRG.5524	1	446	96	1	876	138	0	1143	123
MSTRG.5525	3508	10982	1709	3659	21093	1896	2079	15166	978
MSTRG.5526	744	95	1012	772	14	1058	670	74	688
MSTRG.5527	62	2014	2048	0	2007	2474	16	1919	1892
MSTRG.5528	7736	1877	277	5737	787	213	5138	1417	253
MSTRG.5529	38	26	338	23	0	954	6	0	530
MSTRG.553	2260	4358	0	2412	2434	0	1246	3061	0
MSTRG.5530	579	185	425	174	122	324	279	565	1004
MSTRG.5531	840	493	836	818	144	475	699	609	388
MSTRG.5532	1716	4312	5031	672	3785	8768	776	5719	3351
MSTRG.5533	1321	2121	2271	1107	3267	808	1692	2188	1408
MSTRG.5534	4172	645	106	6556	715	195	3949	787	212
MSTRG.5535	167	908	4864	165	1446	5176	153	1494	2828
MSTRG.5536	2494	85	341	4163	67	458	1073	126	269
MSTRG.5537	1829	902	367	1180	572	2215	1314	741	456
MSTRG.5538	0	6396	5331	0	4787	1592	0	6925	1239
MSTRG.5539	44	6239	1646	79	2986	1447	65	4442	2456
MSTRG.554	1939	51	1121	1829	605	770	1402	165	9355
MSTRG.5540	6	310	1702	73	157	970	2	544	1376
MSTRG.5541	12020	0	364	3216	160	274	13184	1	209
MSTRG.5542	7583	1303	360	6473	45	288	6496	1321	402
MSTRG.5543	1	562	14162	0	21	7302	0	541	15044
MSTRG.5544	1	561	627	1	20	801	1	541	336
MSTRG.5545	2	567	230	0	24	608	0	563	386
MSTRG.5546	0	573	1051	0	20	740	0	543	480
MSTRG.5547	141	659	275	5	22	272	115	644	299
MSTRG.5548	82	600	428	0	24	309	83	637	183
MSTRG.5549	3922	578	801	1097	21	939	3752	565	399
MSTRG.555	2507	33	367	1414	57	234	1462	19	2523
MSTRG.5550	0	188	84	0	120	44	25	4	72
MSTRG.5551	769	138	1942	616	149	1852	505	113	1771
MSTRG.5552	2565	456	56	4193	513	44	2045	633	0
MSTRG.5553	6126	417	0	2173	845	2	4974	640	0
MSTRG.5554	2705	1545	776	2828	146	1225	2511	1440	230
MSTRG.5555	1262	723	211	675	752	119	357	785	127
MSTRG.5556	1731	3723	2677	1673	3967	1055	763	3222	1589
MSTRG.5557	767	15	2711	275	7	3824	169	15	1782
MSTRG.5558	25676	14680	674	22931	9970	1796	20631	14221	315
MSTRG.5559	0	304	1338	0	776	2723	0	317	761
MSTRG.556	839	984	380	87	6032	296	315	910	2536
MSTRG.5560	2161	1932	1985	1029	5624	2583	1151	929	1661
MSTRG.5561	445	93	522	888	23	705	252	17	332
MSTRG.5562	1602	1115	184	7155	735	517	1104	1088	145
MSTRG.5563	7272	0	650	4559	0	857	2770	0	730
MSTRG.5564	564	761	83	2885	1008	64	434	719	113
MSTRG.5565	7	1187	3995	317	495	692	78	877	12400
MSTRG.5566	1550	5551	0	3071	2511	7	2046	3286	18
MSTRG.5567	68	570	14472	142	557	18277	18	640	4341
MSTRG.5568	3698	328	721	2403	76	1113	791	245	519
MSTRG.5569	63	1670	5	54	2001	6	115	1852	6
MSTRG.557	11851	118363	4796	5713	13252	3377	6495	45677	33929
MSTRG.5570	9943	106	5405	6477	102	5809	5837	177	3825
MSTRG.5571	1349	26	978	1225	10	726	572	37	694
MSTRG.5572	459	1647	453	419	2136	664	91	1269	370
MSTRG.5573	893	435	17	881	2835	71	545	242	106
MSTRG.5574	1017	0	567	277	0	318	881	0	154
MSTRG.5575	2607	2	795	1045	29	485	1805	51	891
MSTRG.5576	162	932	1811	245	8	1737	147	389	488
MSTRG.5577	58	8283	1044	87	6296	811	16	2986	1147
MSTRG.5578	2807	2640	780	826	2524	566	1271	2075	578
MSTRG.5579	735	211	500	372	395	0	199	374	0
MSTRG.558	1265	5297	4771	1642	3147	5238	781	4537	5060
MSTRG.5580	4398	0	503	2596	0	1055	2419	0	1252
MSTRG.5581	314	47	2174	499	43	3545	419	118	2876
MSTRG.5582	384	1100	0	426	103	0	204	1560	0
MSTRG.5583	53	207	0	712	402	0	9	179	0
MSTRG.5584	18809	5718	8033	3484	3500	3225	15685	3574	8343
MSTRG.5585	120	81	375	433	78	497	210	107	228
MSTRG.5586	176	1086	3195	240	847	4572	145	190	3407
